N,radius,distance,ratio,density,,id,circlecount,size (radius),time (ns),overlap (square units),nancount,Time,,Difference,Increase
1453,0.02451449189,0.05026110935,40.79219771,0.8731953346,,Packomania Equal (1453),1453,40.98884142,494911065,4.07E-19,0,0s:494ms,,0.1966437135,0.48%
1454,0.02450961135,0.05025085154,40.80032056,0.8734484047,,Packomania Equal (1454),1454,40.99108735,511493608,4.27E-19,0,0s:511ms,,0.1907667863,0.47%
1455,0.02448807275,0.05020558348,40.83620668,0.8725136037,,Packomania Equal (1455),1455,41.00095766,487524933,4.09E-19,0,0s:487ms,,0.1647509758,0.40%
1456,0.02448162218,0.0501920266,40.84696645,0.8726533449,,Packomania Equal (1456),1456,41.06308824,496711973,4.09E-19,0,0s:496ms,,0.2161217955,0.53%
1457,0.02446626943,0.05015976108,40.87259821,0.8721577809,,Packomania Equal (1457),1457,41.06308824,492328697,4.28E-19,0,0s:492ms,,0.1904900334,0.47%
1458,0.02445671027,0.05013967196,40.88857369,0.8720745272,,Packomania Equal (1458),1458,41.0879075,508993454,4.09E-19,0,0s:508ms,,0.1993338082,0.49%
1459,0.02445133427,0.05012837418,40.89756366,0.8722890441,,Packomania Equal (1459),1459,41.0879075,504688265,4.12E-19,0,0s:504ms,,0.1903438423,0.47%
1460,0.02444194935,0.05010865182,40.91326702,0.8722169762,,Packomania Equal (1460),1460,41.0879075,487748402,4.28E-19,0,0s:487ms,,0.1746404822,0.43%
1461,0.02444523616,0.050115559,40.90776597,0.8730491432,,Packomania Equal (1461),1461,41.092531,509334153,4.13E-19,0,0s:509ms,,0.1847650315,0.45%
1462,0.02443945756,0.05010341542,40.91743843,0.8732337196,,Packomania Equal (1462),1462,41.092531,504133812,4.13E-19,0,0s:504ms,,0.1750925762,0.43%
1463,0.02442998896,0.05008351771,40.93329725,0.8731540397,,Packomania Equal (1463),1463,41.16236737,517016992,4.32E-19,0,0s:517ms,,0.2290701231,0.56%
1464,0.02441757642,0.05005743406,40.95410547,0.8728632081,,Packomania Equal (1464),1464,41.16236737,480379010,4.34E-19,0,0s:480ms,,0.2082619065,0.51%
1465,0.02441987534,0.05006226495,40.95024999,0.8736239067,,Packomania Equal (1465),1465,41.16236737,500861768,4.15E-19,0,0s:500ms,,0.2121173830,0.52%
1466,0.02441409684,0.05005012221,40.95994239,0.8738065504,,Packomania Equal (1466),1466,41.16236737,489183445,4.15E-19,0,0s:489ms,,0.2024249829,0.49%
1467,0.0244063359,0.05003381388,40.97296718,0.8738467637,,Packomania Equal (1467),1467,41.16792089,514813554,4.35E-19,0,0s:514ms,,0.1949537044,0.48%
1468,0.02439893267,0.05001825744,40.98539938,0.87391202,,Packomania Equal (1468),1468,41.18400588,508288522,4.35E-19,0,0s:508ms,,0.1986064964,0.48%
1469,0.02439470856,0.05000938141,40.99249628,0.8742045528,,Packomania Equal (1469),1469,41.23758283,511949879,4.35E-19,0,0s:511ms,,0.2450865542,0.60%
1470,0.0243947871,0.05000954643,40.99236432,0.874805287,,Packomania Equal (1470),1470,41.24862246,500276648,4.38E-19,0,0s:500ms,,0.2562581418,0.63%
1471,0.0243717346,0.04996110807,41.03113776,0.8737467092,,Packomania Equal (1471),1471,41.24862246,498698947,4.15E-19,0,0s:498ms,,0.2174846921,0.53%
1472,0.02437531471,0.04996863051,41.02511135,0.8745975835,,Packomania Equal (1472),1472,41.28655567,517279971,4.16E-19,0,0s:517ms,,0.2614443240,0.64%
1473,0.02436607611,0.04994921868,41.04066636,0.8745284443,,Packomania Equal (1473),1473,41.29645697,496082945,4.40E-19,0,0s:496ms,,0.2557906118,0.62%
1474,0.02436164215,0.04993990234,41.04813599,0.8748036828,,Packomania Equal (1474),1474,41.29645697,496470103,4.40E-19,0,0s:496ms,,0.2483209832,0.60%
1475,0.02435796804,0.04993218259,41.05432762,0.8751331454,,Packomania Equal (1475),1475,41.29645697,494859255,4.17E-19,0,0s:494ms,,0.2421293553,0.59%
1476,0.02434902719,0.04991339705,41.06940257,0.8750836849,,Packomania Equal (1476),1476,41.29645697,513919788,4.17E-19,0,0s:513ms,,0.2270544024,0.55%
1477,0.02434811508,0.04991148063,41.07094109,0.8756109554,,Packomania Equal (1477),1477,41.36087214,519914767,4.17E-19,0,0s:519ms,,0.2899310495,0.71%
1478,0.02433739263,0.04988895228,41.08903592,0.8754322291,,Packomania Equal (1478),1478,41.36087214,496916738,4.17E-19,0,0s:496ms,,0.2718362217,0.66%
1479,0.02432813492,0.04986950181,41.10467174,0.875358202,,Packomania Equal (1479),1479,41.36087214,514258852,4.43E-19,0,0s:514ms,,0.2562004001,0.62%
1480,0.02432613955,0.04986530957,41.10804339,0.8758063765,,Packomania Equal (1480),1480,41.36087214,517370490,4.17E-19,0,0s:517ms,,0.2528287503,0.62%
1481,0.02431123483,0.04983399562,41.13324589,0.8753245215,,Packomania Equal (1481),1481,41.45882854,506681349,4.21E-19,0,0s:506ms,,0.3255826547,0.79%
1482,0.02430708699,0.04982528143,41.14026499,0.8756166965,,Packomania Equal (1482),1482,41.46023821,512791767,4.22E-19,0,0s:512ms,,0.3199732180,0.78%
1483,0.02430569716,0.04982236155,41.14261744,0.8761073342,,Packomania Equal (1483),1483,41.46911498,532614125,4.45E-19,0,0s:532ms,,0.3264975383,0.79%
1484,0.02428494836,0.04977877161,41.17776926,0.8752019357,,Packomania Equal (1484),1484,41.46911498,503174702,4.22E-19,0,0s:503ms,,0.2913457213,0.71%
1485,0.02427589433,0.04975975112,41.19312708,0.8751387824,,Packomania Equal (1485),1485,41.51218045,494733335,4.51E-19,0,0s:494ms,,0.3190533687,0.77%
1486,0.02426528107,0.04973745548,41.21114431,0.874962544,,Packomania Equal (1486),1486,41.51218045,519228543,4.23E-19,0,0s:519ms,,0.3010361346,0.73%
1487,0.02426005639,0.04972648,41.2200196,0.8751743499,,Packomania Equal (1487),1487,41.52698061,498662627,4.23E-19,0,0s:498ms,,0.3069610070,0.74%
1488,0.02425303426,0.04971172878,41.23195429,0.87525599,,Packomania Equal (1488),1488,41.54345343,504126990,4.23E-19,0,0s:504ms,,0.3114991382,0.76%
1489,0.0242461355,0.04969723694,41.24368603,0.8753460041,,Packomania Equal (1489),1489,41.54345343,524701820,4.52E-19,0,0s:524ms,,0.2997674024,0.73%
1490,0.02423543905,0.0496747679,41.26188917,0.8751611935,,Packomania Equal (1490),1490,41.54345343,503442207,4.24E-19,0,0s:503ms,,0.2815642570,0.68%
1491,0.02423051596,0.04966442661,41.27027264,0.8753927946,,Packomania Equal (1491),1491,41.5436714,499621718,4.24E-19,0,0s:499ms,,0.2733987551,0.66%
1492,0.02421870123,0.04963960932,41.29040574,0.8751258697,,Packomania Equal (1492),1492,41.5436714,521706090,4.53E-19,0,0s:521ms,,0.2532656599,0.61%
1493,0.02421442518,0.04963062747,41.29769725,0.8754032114,,Packomania Equal (1493),1493,41.5890912,494264887,4.24E-19,0,0s:494ms,,0.2913939532,0.71%
1494,0.02420099911,0.04960242649,41.32060811,0.8750184064,,Packomania Equal (1494),1494,41.61966967,528377937,4.59E-19,0,0s:528ms,,0.2990615570,0.72%
1495,0.02420307788,0.04960679284,41.31705913,0.8757545237,,Packomania Equal (1495),1495,41.63520778,517638817,4.24E-19,0,0s:517ms,,0.3181486582,0.77%
1496,0.02418821906,0.04957558319,41.3424402,0.8752646322,,Packomania Equal (1496),1496,41.63691673,507878216,4.60E-19,0,0s:507ms,,0.2944765293,0.71%
1497,0.02417150877,0.04954048584,41.37102112,0.8746399691,,Packomania Equal (1497),1497,41.637428,511175043,4.60E-19,0,0s:511ms,,0.2664068741,0.64%
1498,0.02416859847,0.04953437332,41.37600288,0.8750134857,,Packomania Equal (1498),1498,41.67074836,520691717,4.60E-19,0,0s:520ms,,0.2947454726,0.71%
1499,0.02416088716,0.04951817741,41.38920866,0.875038954,,Packomania Equal (1499),1499,41.68391561,525790616,4.29E-19,0,0s:525ms,,0.2947069539,0.71%
1500,0.02414719142,0.04948941317,41.41268368,0.8746302801,,Packomania Equal (1500),1500,41.68391561,532638070,4.61E-19,0,0s:532ms,,0.2712319322,0.65%
1501,0.02413303221,0.04945967637,41.43698113,0.8741872684,,Packomania Equal (1501),1501,41.70705385,521967625,4.64E-19,0,0s:521ms,,0.2700727206,0.65%
1502,0.02412518046,0.04944318671,41.45046715,0.8742005467,,Packomania Equal (1502),1502,41.70705385,510120518,4.66E-19,0,0s:510ms,,0.2565866965,0.62%
1503,0.02412474289,0.04944226779,41.45121896,0.8747508393,,Packomania Equal (1503),1503,41.70705385,519069759,4.30E-19,0,0s:519ms,,0.2558348905,0.62%
1504,0.02412261734,0.04943780391,41.45487141,0.8751786039,,Packomania Equal (1504),1504,41.7174508,507314800,4.69E-19,0,0s:507ms,,0.2625793950,0.63%
1505,0.02411107309,0.04941356014,41.47471978,0.8749224874,,Packomania Equal (1505),1505,41.7584722,524906529,4.69E-19,0,0s:524ms,,0.2837524123,0.68%
1506,0.02410555553,0.04940197306,41.484213,0.8751031778,,Packomania Equal (1506),1506,41.7584722,523662740,4.33E-19,0,0s:523ms,,0.2742591954,0.66%
1507,0.02410231933,0.04939517699,41.48978305,0.8754491481,,Packomania Equal (1507),1507,41.7584722,513756112,4.33E-19,0,0s:513ms,,0.2686891432,0.65%
1508,0.02407802791,0.04934416603,41.53164053,0.8742651536,,Packomania Equal (1508),1508,41.78297369,510869598,4.74E-19,0,0s:510ms,,0.2513331575,0.61%
1509,0.02406491393,0.04931662828,41.55427286,0.8738922047,,Packomania Equal (1509),1509,41.78297369,519776888,4.33E-19,0,0s:519ms,,0.2287008286,0.55%
1510,0.0240467251,0.04927843518,41.58570433,0.8731499318,,Packomania Equal (1510),1510,41.78297369,520257675,4.33E-19,0,0s:520ms,,0.1972693628,0.47%
1511,0.02403225884,0.0492480598,41.61073691,0.8726772416,,Packomania Equal (1511),1511,41.78297369,534036294,4.74E-19,0,0s:534ms,,0.1722367802,0.41%
1512,0.02403125849,0.04924595936,41.61246904,0.8731820936,,Packomania Equal (1512),1512,41.78297369,523168532,4.74E-19,0,0s:523ms,,0.1705046480,0.41%
1513,0.02401721192,0.04921646613,41.63680628,0.8727384466,,Packomania Equal (1513),1513,41.85539737,514214063,4.37E-19,0,0s:514ms,,0.2185910871,0.52%
1514,0.02401191657,0.04920534785,41.64598844,0.8729302161,,Packomania Equal (1514),1514,41.85647866,536838797,4.37E-19,0,0s:536ms,,0.2104902194,0.51%
1515,0.02400929031,0.04919983371,41.65054389,0.8733157222,,Packomania Equal (1515),1515,41.85647866,532060879,4.75E-19,0,0s:532ms,,0.2059347655,0.49%
1516,0.02400348926,0.04918765384,41.6606098,0.873469925,,Packomania Equal (1516),1516,41.85647866,539811384,4.75E-19,0,0s:539ms,,0.1958688577,0.47%
1517,0.02400115606,0.04918275511,41.66465971,0.873876182,,Packomania Equal (1517),1517,41.95223071,518215091,4.38E-19,0,0s:518ms,,0.2875710056,0.69%
1518,0.02399150195,0.04916248577,41.68142546,0.8737489075,,Packomania Equal (1518),1518,41.95223071,544622407,4.38E-19,0,0s:544ms,,0.2708052561,0.65%
1519,0.02398721418,0.0491534835,41.6888761,0.8740120087,,Packomania Equal (1519),1519,41.95223071,542160931,4.78E-19,0,0s:542ms,,0.2633546139,0.63%
1520,0.02397253472,0.04912266422,41.71440407,0.87351728,,Packomania Equal (1520),1520,41.95223071,512437111,4.38E-19,0,0s:512ms,,0.2378266457,0.57%
1521,0.02396256773,0.04910173921,41.73175476,0.873365276,,Packomania Equal (1521),1521,41.96245569,519244731,4.38E-19,0,0s:519ms,,0.2307009236,0.55%
1522,0.0239562329,0.04908843989,41.74279004,0.873477466,,Packomania Equal (1522),1522,41.97057826,516027129,4.38E-19,0,0s:516ms,,0.2277882181,0.55%
1523,0.0239496695,0.04907466092,41.75422963,0.8735724974,,Packomania Equal (1523),1523,41.97057826,531159892,4.38E-19,0,0s:531ms,,0.2163486306,0.52%
1524,0.02394105813,0.04905658276,41.76924824,0.8735175788,,Packomania Equal (1524),1524,41.97057826,522603519,4.79E-19,0,0s:522ms,,0.2013300233,0.48%
1525,0.02393275532,0.04903915267,41.78373893,0.873484585,,Packomania Equal (1525),1525,41.97057826,544425270,4.79E-19,0,0s:544ms,,0.1868393303,0.45%
1526,0.02392322566,0.04901914744,41.80038321,0.8733614276,,Packomania Equal (1526),1526,41.99827529,528265011,4.81E-19,0,0s:528ms,,0.1978920829,0.47%
1527,0.0239208164,0.04901408985,41.80459326,0.8737577333,,Packomania Equal (1527),1527,41.99827529,522140041,4.40E-19,0,0s:522ms,,0.1936820344,0.46%
1528,0.02391619789,0.04900439459,41.81266623,0.8739923492,,Packomania Equal (1528),1528,42.02111737,511924353,4.83E-19,0,0s:511ms,,0.2084511385,0.50%
1529,0.02391116112,0.0489938214,41.82147387,0.8741960043,,Packomania Equal (1529),1529,42.02111737,544283162,4.83E-19,0,0s:544ms,,0.1996434959,0.48%
1530,0.02390020509,0.04897082289,41.84064514,0.8739662992,,Packomania Equal (1530),1530,42.039617,527387671,4.83E-19,0,0s:527ms,,0.1989718559,0.48%
1531,0.02389573122,0.04896143164,41.84847875,0.8742101407,,Packomania Equal (1531),1531,42.039617,524677625,4.42E-19,0,0s:524ms,,0.1911382478,0.46%
1532,0.02388501468,0.04893893658,41.86725499,0.873996695,,Packomania Equal (1532),1532,42.039617,543188385,4.42E-19,0,0s:543ms,,0.1723620065,0.41%
1533,0.02388214976,0.04893292292,41.87227741,0.8743573994,,Packomania Equal (1533),1533,42.07349589,537351468,4.42E-19,0,0s:537ms,,0.2012184822,0.48%
1534,0.02387543539,0.04891882912,41.88405295,0.8744358605,,Packomania Equal (1534),1534,42.08787259,543350306,4.84E-19,0,0s:543ms,,0.2038196367,0.49%
1535,0.02386858194,0.0489044436,41.89607923,0.8745036277,,Packomania Equal (1535),1535,42.11593121,525872042,4.86E-19,0,0s:525ms,,0.2198519793,0.52%
1536,0.02385643875,0.04887895529,41.9174048,0.8741831725,,Packomania Equal (1536),1536,42.11593121,538579274,4.86E-19,0,0s:538ms,,0.1985264081,0.47%
1537,0.02385004385,0.0488655328,41.92864409,0.8742833973,,Packomania Equal (1537),1537,42.13014797,531377682,4.42E-19,0,0s:531ms,,0.2015038794,0.48%
1538,0.02383644232,0.0488369846,41.95256938,0.8738546609,,Packomania Equal (1538),1538,42.13014797,531033617,4.42E-19,0,0s:531ms,,0.1775785916,0.42%
1539,0.02383825459,0.04884078832,41.94937999,0.8745558055,,Packomania Equal (1539),1539,42.13014797,561356023,4.42E-19,0,0s:561ms,,0.1807679755,0.43%
1540,0.02383071254,0.04882495863,41.96265632,0.8745704046,,Packomania Equal (1540),1540,42.13014797,546872722,4.91E-19,0,0s:546ms,,0.1674916520,0.40%
1541,0.02381936307,0.04880113816,41.98265072,0.8743049297,,Packomania Equal (1541),1541,42.1687184,531570907,4.91E-19,0,0s:531ms,,0.1860676847,0.44%
1542,0.02380615429,0.04877341605,42.00594467,0.8739022586,,Packomania Equal (1542),1542,42.1687184,546621445,4.91E-19,0,0s:546ms,,0.1627737346,0.39%
1543,0.02379850868,0.04875737006,42.01943968,0.873907391,,Packomania Equal (1543),1543,42.21916263,545657945,4.45E-19,0,0s:545ms,,0.1997229513,0.48%
1544,0.02379003414,0.04873958466,42.03440795,0.8738510782,,Packomania Equal (1544),1544,42.21916263,547990854,4.48E-19,0,0s:547ms,,0.1847546814,0.44%
1545,0.02378340651,0.04872567557,42.04612151,0.8739299069,,Packomania Equal (1545),1545,42.21916263,542048868,4.91E-19,0,0s:542ms,,0.1730411180,0.41%
1546,0.02377601474,0.04871016303,42.05919331,0.8739520637,,Packomania Equal (1546),1546,42.23263569,539786528,4.91E-19,0,0s:539ms,,0.1734423798,0.41%
1547,0.02376649618,0.04869018752,42.07603815,0.8738172891,,Packomania Equal (1547),1547,42.27250821,552370251,4.91E-19,0,0s:552ms,,0.1964700564,0.47%
1548,0.02376014137,0.04867685161,42.08729167,0.873914604,,Packomania Equal (1548),1548,42.27250821,559494706,4.53E-19,0,0s:559ms,,0.1852165323,0.44%
1549,0.02375715301,0.04867058044,42.09258574,0.8742591922,,Packomania Equal (1549),1549,42.31388835,543640209,4.92E-19,0,0s:543ms,,0.2213026025,0.53%
1550,0.02374959684,0.04865472374,42.10597792,0.8742671923,,Packomania Equal (1550),1550,42.33894084,534050359,4.53E-19,0,0s:534ms,,0.2329629218,0.55%
1551,0.02374275299,0.04864036209,42.11811496,0.874327114,,Packomania Equal (1551),1551,42.34197392,552449570,4.93E-19,0,0s:552ms,,0.2238589659,0.53%
1552,0.02373950809,0.04863355281,42.12387199,0.8746517074,,Packomania Equal (1552),1552,42.34197392,559353262,4.93E-19,0,0s:559ms,,0.2181019321,0.52%
1553,0.02373407102,0.04862214344,42.13352186,0.8748144153,,Packomania Equal (1553),1553,42.38178859,555100290,4.93E-19,0,0s:555ms,,0.2482667273,0.59%
1554,0.02372713288,0.04860758438,42.14584227,0.8748660014,,Packomania Equal (1554),1554,42.39015197,557619417,4.53E-19,0,0s:557ms,,0.2443097030,0.58%
1555,0.02371898313,0.04859048312,42.16032342,0.8748277002,,Packomania Equal (1555),1555,42.39015197,545679310,4.53E-19,0,0s:545ms,,0.2298285569,0.55%
1556,0.02371160872,0.04857500904,42.17343547,0.8748460436,,Packomania Equal (1556),1556,42.39015197,536999658,4.95E-19,0,0s:536ms,,0.2167165064,0.51%
1557,0.02369484315,0.04853982995,42.20327578,0.8741707865,,Packomania Equal (1557),1557,42.39015197,554185645,4.54E-19,0,0s:554ms,,0.1868761906,0.44%
1558,0.02369385372,0.04853775389,42.20503813,0.8746591813,,Packomania Equal (1558),1558,42.39394348,576880882,4.54E-19,0,0s:576ms,,0.1889053487,0.45%
1559,0.02368174802,0.04851235338,42.22661262,0.8743264703,,Packomania Equal (1559),1559,42.39394348,555088283,4.96E-19,0,0s:555ms,,0.1673308612,0.40%
1560,0.02367615415,0.04850061636,42.23658935,0.8744740293,,Packomania Equal (1560),1560,42.39394348,536965920,4.54E-19,0,0s:536ms,,0.1573541376,0.37%
1561,0.02367398563,0.04849606645,42.24045817,0.8748743071,,Packomania Equal (1561),1561,42.42944316,555061271,5.00E-19,0,0s:555ms,,0.1889849903,0.45%
1562,0.0236630806,0.0484731861,42.25992453,0.8746284406,,Packomania Equal (1562),1562,42.43445352,555450393,5.00E-19,0,0s:555ms,,0.1745289984,0.41%
1563,0.02365908409,0.04846480098,42.2670631,0.8748927821,,Packomania Equal (1563),1563,42.43445352,546488040,4.59E-19,0,0s:546ms,,0.1673904245,0.40%
1564,0.02365330472,0.04845267534,42.27739048,0.8750248813,,Packomania Equal (1564),1564,42.46139017,546988048,5.04E-19,0,0s:546ms,,0.1839996904,0.44%
1565,0.02364921139,0.04844408723,42.28470809,0.8752813367,,Packomania Equal (1565),1565,42.46139017,531081696,4.62E-19,0,0s:531ms,,0.1766820818,0.42%
1566,0.02363398191,0.04841213536,42.31195588,0.8747129483,,Packomania Equal (1566),1566,42.46139017,549024455,4.63E-19,0,0s:549ms,,0.1494342920,0.35%
1567,0.02362523186,0.04839377793,42.32762693,0.8746235262,,Packomania Equal (1567),1567,42.49932416,544635888,5.04E-19,0,0s:544ms,,0.1716972355,0.41%
1568,0.02361708526,0.04837668686,42.34222763,0.874578211,,Packomania Equal (1568),1568,42.52745758,557038990,5.04E-19,0,0s:557ms,,0.1852299502,0.44%
1569,0.0236157632,0.04837391328,42.34459804,0.8750380019,,Packomania Equal (1569),1569,42.58147467,549829660,4.64E-19,0,0s:549ms,,0.2368766344,0.56%
1570,0.02361007168,0.04836197301,42.35480576,0.8751737111,,Packomania Equal (1570),1570,42.6293444,553793550,4.64E-19,0,0s:553ms,,0.2745386359,0.65%
1571,0.02359811943,0.04833689876,42.37625812,0.8748447188,,Packomania Equal (1571),1571,42.6293444,561785211,4.64E-19,0,0s:561ms,,0.2530862753,0.60%
1572,0.02358682391,0.04831320283,42.39655173,0.8745637482,,Packomania Equal (1572),1572,42.6293444,561320479,5.11E-19,0,0s:561ms,,0.2327926699,0.55%
1573,0.02356882397,0.04827544336,42.42893075,0.8737849256,,Packomania Equal (1573),1573,42.6293444,546207479,4.65E-19,0,0s:546ms,,0.2004136442,0.47%
1574,0.02356340646,0.04826407902,42.43868568,0.8739385108,,Packomania Equal (1574),1574,42.6293444,551373652,4.65E-19,0,0s:551ms,,0.1906587205,0.45%
1575,0.02355546398,0.04824741829,42.45299522,0.8739043165,,Packomania Equal (1575),1575,42.63662535,565790336,5.12E-19,0,0s:565ms,,0.1836301238,0.43%
1576,0.02354395464,0.04822327589,42.47374817,0.8736048526,,Packomania Equal (1576),1576,42.67733197,592368708,5.13E-19,0,0s:592ms,,0.2035838028,0.48%
1577,0.02353569028,0.04820594066,42.48866245,0.873545587,,Packomania Equal (1577),1577,42.67733197,580762035,4.65E-19,0,0s:580ms,,0.1886695198,0.44%
1578,0.02352151469,0.04817620673,42.51426889,0.8730468887,,Packomania Equal (1578),1578,42.67733197,552428431,5.16E-19,0,0s:552ms,,0.1630630822,0.38%
1579,0.023524155,0.04818174484,42.50949714,0.8737962867,,Packomania Equal (1579),1579,42.67733197,568481307,4.65E-19,0,0s:568ms,,0.1678348238,0.39%
1580,0.02350729677,0.0481463849,42.53998279,0.8730969422,,Packomania Equal (1580),1580,42.67733197,568526323,5.23E-19,0,0s:568ms,,0.1373491786,0.32%
1581,0.02350726175,0.04814631144,42.54004617,0.873646932,,Packomania Equal (1581),1581,42.67733197,578100622,5.24E-19,0,0s:578ms,,0.1372857994,0.32%
1582,0.02350633479,0.04814436719,42.54172371,0.8741305803,,Packomania Equal (1582),1582,42.67733197,556346381,4.67E-19,0,0s:556ms,,0.1356082575,0.32%
1583,0.02349549883,0.04812163959,42.56134365,0.8738768906,,Packomania Equal (1583),1583,42.69047279,578278836,4.67E-19,0,0s:578ms,,0.1291291424,0.30%
1584,0.02348196636,0.04809325696,42.58587142,0.8734219465,,Packomania Equal (1584),1584,42.69080782,558526400,4.67E-19,0,0s:558ms,,0.1049363993,0.25%
1585,0.02347621413,0.04808119263,42.59630597,0.8735452183,,Packomania Equal (1585),1585,42.69080782,587807890,5.24E-19,0,0s:587ms,,0.0945018552,0.22%
1586,0.02346209114,0.04805157265,42.62194679,0.8730449768,,Packomania Equal (1586),1586,42.69080782,548889866,5.25E-19,0,0s:548ms,,0.0688610337,0.16%
