packo id,N,ratio,,id,circlecount,Radius,time (ns),overlap (square units),nancount,Time,,Difference,Increase
Packomania -1/5,11,2.767466306,,Packomania -1/5 (11),11,3.06381508,236273,1.41E-23,0,0s:0ms,,0.2963487739,10.71%
Packomania -1/5,12,2.829018403,,Packomania -1/5 (12),12,3.06381508,314581,1.74E-23,0,0s:0ms,,0.2347966767,8.30%
Packomania -1/5,13,2.92391778,,Packomania -1/5 (13),13,3.146230401,322915,2.07E-23,0,0s:0ms,,0.2223126209,7.60%
Packomania -1/5,14,2.984783969,,Packomania -1/5 (14),14,3.31986946,433804,2.48E-23,0,0s:0ms,,0.3350854907,11.23%
Packomania -1/5,15,3.040492052,,Packomania -1/5 (15),15,3.31986946,476337,3.14E-23,0,0s:0ms,,0.2793774083,9.19%
Packomania -1/5,16,3.096414432,,Packomania -1/5 (16),16,3.33097666,449163,3.14E-23,0,0s:0ms,,0.2345622289,7.58%
Packomania -1/5,17,3.15212915,,Packomania -1/5 (17),17,3.438918964,619179,2.98E-23,0,0s:0ms,,0.2867898134,9.10%
Packomania -1/5,18,3.214823783,,Packomania -1/5 (18),18,3.529068281,1267235,4.05E-23,0,0s:1ms,,0.3142444981,9.77%
Packomania -1/5,19,3.259332781,,Packomania -1/5 (19),19,3.574355458,680713,4.05E-23,0,0s:0ms,,0.3150226770,9.67%
Packomania -1/5,20,3.311831017,,Packomania -1/5 (20),20,3.595528088,664258,4.47E-23,0,0s:0ms,,0.2836970703,8.57%
Packomania -1/5,21,3.36159381,,Packomania -1/5 (21),21,3.813698731,762643,4.47E-23,0,0s:0ms,,0.4521049215,13.45%
Packomania -1/5,22,3.411451256,,Packomania -1/5 (22),22,3.813698731,825674,4.71E-23,0,0s:0ms,,0.4022474751,11.79%
Packomania -1/5,23,3.450137359,,Packomania -1/5 (23),23,3.826191897,1368316,6.20E-23,0,0s:1ms,,0.3760545382,10.90%
Packomania -1/5,24,3.502510278,,Packomania -1/5 (24),24,3.849500792,1098606,6.87E-23,0,0s:1ms,,0.3469905142,9.91%
Packomania -1/5,25,3.545245578,,Packomania -1/5 (25),25,3.849500792,18885635,8.35E-23,0,0s:18ms,,0.3042552139,8.58%
Packomania -1/5,26,3.591133783,,Packomania -1/5 (26),26,3.969766564,1127785,8.93E-23,0,0s:1ms,,0.3786327815,10.54%
Packomania -1/5,27,3.632687191,,Packomania -1/5 (27),27,4.057652417,29703032,8.77E-23,0,0s:29ms,,0.4249652256,11.70%
Packomania -1/5,28,3.673947341,,Packomania -1/5 (28),28,4.057652417,1220294,8.77E-23,0,0s:1ms,,0.3837050759,10.44%
Packomania -1/5,29,3.709614743,,Packomania -1/5 (29),29,4.102992738,1332056,9.51E-23,0,0s:1ms,,0.3933779955,10.60%
Packomania -1/5,30,3.753020534,,Packomania -1/5 (30),30,4.102992738,1307690,1.03E-22,0,0s:1ms,,0.3499722044,9.33%
Packomania -1/5,31,3.794636899,,Packomania -1/5 (31),31,4.100467051,1427494,1.08E-22,0,0s:1ms,,0.3058301526,8.06%
Packomania -1/5,32,3.826360682,,Packomania -1/5 (32),32,4.161242705,1547135,1.06E-22,0,0s:1ms,,0.3348820228,8.75%
Packomania -1/5,33,3.866024486,,Packomania -1/5 (33),33,4.161242705,2042697,1.36E-22,0,0s:2ms,,0.2952182183,7.64%
Packomania -1/5,34,3.901727549,,Packomania -1/5 (34),34,4.27545313,2239536,1.12E-22,0,0s:2ms,,0.3737255803,9.58%
Packomania -1/5,35,3.936688768,,Packomania -1/5 (35),35,4.291727438,1837672,1.24E-22,0,0s:1ms,,0.3550386705,9.02%
Packomania -1/5,36,3.969717962,,Packomania -1/5 (36),36,4.308499631,1960004,1.24E-22,0,0s:1ms,,0.3387816690,8.53%
Packomania -1/5,37,4.006158224,,Packomania -1/5 (37),37,4.360397929,2147549,1.46E-22,0,0s:2ms,,0.3542397051,8.84%
Packomania -1/5,38,4.038554895,,Packomania -1/5 (38),38,4.363613142,2001658,1.22E-22,0,0s:2ms,,0.3250582469,8.05%
Packomania -1/5,39,4.074618568,,Packomania -1/5 (39),39,4.457940853,2087459,1.32E-22,0,0s:2ms,,0.3833222845,9.41%
Packomania -1/5,40,4.105672784,,Packomania -1/5 (40),40,4.500185046,2054267,1.32E-22,0,0s:2ms,,0.3945122618,9.61%
Packomania -1/5,41,4.129990611,,Packomania -1/5 (41),41,4.500185046,2222821,1.70E-22,0,0s:2ms,,0.3701944350,8.96%
Packomania -1/5,42,4.170056305,,Packomania -1/5 (42),42,4.516843613,2236977,1.63E-22,0,0s:2ms,,0.3467873080,8.32%
Packomania -1/5,43,4.196545217,,Packomania -1/5 (43),43,4.556691854,2316002,1.34E-22,0,0s:2ms,,0.3601466376,8.58%
Packomania -1/5,44,4.230014441,,Packomania -1/5 (44),44,4.556691854,2319827,1.32E-22,0,0s:2ms,,0.3266774127,7.72%
Packomania -1/5,45,4.258819887,,Packomania -1/5 (45),45,4.559478152,2549444,1.94E-22,0,0s:2ms,,0.3006582655,7.06%
Packomania -1/5,46,4.279963899,,Packomania -1/5 (46),46,4.578989471,2604435,2.44E-22,0,0s:2ms,,0.2990255718,6.99%
Packomania -1/5,47,4.31934031,,Packomania -1/5 (47),47,4.684566353,2860886,1.94E-22,0,0s:2ms,,0.3652260424,8.46%
Packomania -1/5,48,4.340298255,,Packomania -1/5 (48),48,4.718254714,2836664,1.94E-22,0,0s:2ms,,0.3779564595,8.71%
Packomania -1/5,49,4.369922887,,Packomania -1/5 (49),49,4.718254714,2892322,2.30E-22,0,0s:2ms,,0.3483318277,7.97%
Packomania -1/5,50,4.398199789,,Packomania -1/5 (50),50,4.718254714,3154120,2.30E-22,0,0s:3ms,,0.3200549252,7.28%
Packomania -1/5,51,4.421005635,,Packomania -1/5 (51),51,4.789771253,3120065,1.39E-22,0,0s:3ms,,0.3687656172,8.34%
Packomania -1/5,52,4.457103013,,Packomania -1/5 (52),52,4.79446383,3147235,1.39E-22,0,0s:3ms,,0.3373608175,7.57%
Packomania -1/5,53,4.481095278,,Packomania -1/5 (53),53,4.88401277,3407123,2.48E-22,0,0s:3ms,,0.4029174922,8.99%
Packomania -1/5,54,4.507233924,,Packomania -1/5 (54),54,4.94871256,3414287,2.02E-22,0,0s:3ms,,0.4414786359,9.79%
Packomania -1/5,55,4.533359692,,Packomania -1/5 (55),55,4.94871256,3427068,2.06E-22,0,0s:3ms,,0.4153528680,9.16%
Packomania -1/5,56,4.552402168,,Packomania -1/5 (56),56,4.94871256,3536764,2.53E-22,0,0s:3ms,,0.3963103920,8.71%
Packomania -1/5,57,4.583331939,,Packomania -1/5 (57),57,4.960637843,3826572,2.06E-22,0,0s:3ms,,0.3773059034,8.23%
Packomania -1/5,58,4.604279546,,Packomania -1/5 (58),58,5.006194354,3706327,2.79E-22,0,0s:3ms,,0.4019148082,8.73%
Packomania -1/5,59,4.633931987,,Packomania -1/5 (59),59,5.015140166,4869603,1.56E-22,0,0s:4ms,,0.3812081781,8.23%
Packomania -1/5,60,4.661004393,,Packomania -1/5 (60),60,5.039668431,5087174,1.56E-22,0,0s:5ms,,0.3786640380,8.12%
Packomania -1/5,61,4.67975982,,Packomania -1/5 (61),61,5.039668431,4473516,1.77E-22,0,0s:4ms,,0.3599086110,7.69%
Packomania -1/5,62,4.703936871,,Packomania -1/5 (62),62,5.08559604,4082985,1.66E-22,0,0s:4ms,,0.3816591685,8.11%
Packomania -1/5,63,4.734693491,,Packomania -1/5 (63),63,5.08559604,4405662,2.92E-22,0,0s:4ms,,0.3509025491,7.41%
Packomania -1/5,64,4.754788576,,Packomania -1/5 (64),64,5.09503129,9016206,3.04E-22,0,0s:9ms,,0.3402427132,7.16%
